gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,champ1,champ2,champ3,champ4,champ5
TRKR1/440055,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440055?gameHash=90ae08ab6c63aca9,OGN,2015,Spring,0,2015-01-09 11:48:35,2,4.21,200,Red,team,,,Samsung Galaxy,oe:team:3b84bb916852d07609c83d1ce91c1a9,,36.0,151.0,11.0,,,2620,1,28,18,67,28,18,5,1,0,0,0,,,,0.6412,1.0534,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,1.0,0.0,9.0,9.0,1.0,0.0,,,3,3,97561,2234.2214,,2215.1221,0.0,150,3.4351,47,1.0763,26,0,0.0,78656,52246,1196.4733,,71560,0.0578001,,999,132,103,29,25.9008,13080,16468,247,14975,17696,253,-1895,-1228,-6,1,1,4,4,9,1,20423,26931,399,22898,26339,406,-2475,592,-7,3,6,4,4,9,3,56,66,32,118,124
TRKR1/440055,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440055?gameHash=90ae08ab6c63aca9,OGN,2015,Spring,0,2015-01-09 11:48:35,2,4.21,100,Blue,team,,,Jin Air Green Wings,oe:team:5e29baf115bdaaeeb3bafa7f288b298,,21.0,80.0,69.0,,,2620,0,18,28,54,18,28,4,0,0,0,1,,,,0.4122,1.0534,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,1.0,1.0,9.0,9.0,0.0,1.0,,,3,3,64127,1468.5573,,2779.1679,0.0,138,3.1603,42,0.9618,30,0,0.0,70407,43997,1007.5649,,67540,-0.0578001,,887,123,103,20,23.1298,14975,17696,253,13080,16468,247,1895,1228,6,4,9,1,1,1,4,22898,26339,406,20423,26931,399,2475,-592,7,4,9,3,3,6,4,103,46,91,131,45
TRTW/60055,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/60055?gameHash=5717e29d299e0dd3,LMS,2015,Spring,0,2015-01-09 12:12:48,1,4.21,200,Red,team,,,ahq eSports Club,oe:team:d15303823a1dccff9f3068fb357e356,,124.0,11.0,158.0,,,2285,1,34,15,65,34,15,3,0,0,0,1,,,,0.8928,1.2867,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,11.0,3.0,0.0,1.0,,,3,0,96526,2534.5996,,2817.663,0.0,83,2.1794,31,0.814,17,0,0.0,74003,50776,1333.2867,,68284,0.287456,,851,156,117,39,26.442,14659,18403,259,12883,16344,254,1776,2059,5,4,6,1,1,0,4,23996,29835,427,20791,26642,400,3205,3193,27,8,14,3,3,2,8,56,100,65,21,67
TRTW/60055,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/60055?gameHash=5717e29d299e0dd3,LMS,2015,Spring,0,2015-01-09 12:12:48,1,4.21,100,Blue,team,,,DarlingYou,oe:team:477741307b39a84804e727af56a48ce,,134.0,32.0,43.0,,,2285,0,15,34,24,15,34,0,0,0,0,0,,,,0.3939,1.2867,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,3.0,11.0,1.0,0.0,,,0,3,74111,1946.0219,,3237.1116,0.0,90,2.3632,31,0.814,20,0,0.0,57274,34047,894.0131,,51122,-0.287456,,880,110,109,1,25.9956,12883,16344,254,14659,18403,259,-1776,-2059,-5,1,0,4,4,6,1,20791,26642,400,23996,29835,427,-3205,-3193,-27,3,2,8,8,14,3,19,143,105,118,130
TRKR1/450078,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450078?gameHash=7e34835f57b1faee,OGN,2015,Spring,0,2015-01-09 12:58:58,3,4.21,200,Red,team,,,Jin Air Green Wings,oe:team:5e29baf115bdaaeeb3bafa7f288b298,,45.0,36.0,118.0,,,2354,1,17,5,51,17,5,2,1,0,0,0,,,,0.4333,0.5607,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,11.0,4.0,1.0,1.0,,,3,0,67072,1709.5667,,2201.9286,0.0,125,3.1861,40,1.0195,28,0,0.0,68210,44327,1129.8301,,60453,0.131009,,945,115,94,21,27.0178,13508,17321,272,13018,16988,240,490,333,32,1,2,1,1,3,1,20859,27093,446,19854,27762,419,1005,-669,27,1,2,1,1,3,1,80,46,91,21,130
TRKR1/450078,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450078?gameHash=7e34835f57b1faee,OGN,2015,Spring,0,2015-01-09 12:58:58,3,4.21,100,Blue,team,,,Samsung Galaxy,oe:team:3b84bb916852d07609c83d1ce91c1a9,,151.0,11.0,69.0,,,2354,0,5,17,10,5,17,0,0,0,0,1,,,,0.1274,0.5607,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,,,0,3,61141,1558.3942,,2384.8343,0.0,120,3.0586,50,1.2744,14,0,0.0,53632,29749,758.2583,,53020,-0.131009,,886,129,123,6,25.8709,13018,16988,240,13508,17321,272,-490,-333,-32,1,3,1,1,2,1,19854,27762,419,20859,27093,446,-1005,669,-27,1,3,1,1,2,1,56,66,32,70,71
TRTW/60060,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/60060?gameHash=9dd7415881dede01,LMS,2015,Spring,0,2015-01-09 13:21:35,1,4.21,200,Red,team,,,Hong Kong Esports,oe:team:f6916bcaf8f0e2930832c306d5476a3,,32.0,66.0,100.0,,,1964,1,29,13,65,29,13,4,2,0,0,1,,,,0.8859,1.2831,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,,,2,0,62225,1900.9674,,2190.0916,0.0,98,2.9939,31,0.947,19,0,0.0,65423,45245,1382.2301,,61750,0.270993,,776,94,77,17,26.5784,15482,16993,256,12513,14805,220,2969,2188,36,5,5,1,1,2,5,23132,26332,419,23164,25081,349,-32,1251,70,7,12,7,7,20,7,56,46,69,118,80
TRTW/60060,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRTW/60060?gameHash=9dd7415881dede01,LMS,2015,Spring,0,2015-01-09 13:21:35,1,4.21,100,Blue,team,,,Midnight Sun Esports,oe:team:13cc0048846a92bc721899580fe666c,,36.0,43.0,151.0,,,1964,0,13,29,34,13,29,2,0,0,0,0,,,,0.3971,1.2831,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,4.0,9.0,1.0,1.0,,,0,2,54217,1656.3238,,2558.279,0.0,87,2.6578,25,0.7637,19,0,0.0,49049,28871,882.0061,,47013,-0.270993,,691,85,81,4,23.7067,12513,14805,220,15482,16993,256,-2969,-2188,-36,1,2,5,5,5,1,23164,25081,349,23132,26332,419,32,-1251,-70,7,20,7,7,12,7,106,104,124,21,45
TRKR1/440073,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440073?gameHash=223968a3f121d521,OGN,2015,Spring,0,2015-01-10 07:56:33,1,4.21,100,Blue,team,,,NaJin e-mFire,oe:team:0bad133adf0b0d75b82191b60e3d624,,65.0,103.0,36.0,,,2397,1,18,7,47,18,7,4,1,1,0,1,,,,0.4506,0.6258,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,,,3,0,70787,1771.8899,,2000.8511,0.0,131,3.2791,57,1.4268,24,0,0.0,72408,48117,1204.4305,,66730,0.233864,,1033,121,89,32,28.8861,13331,17820,282,13292,17653,277,39,167,5,0,0,0,0,0,0,21897,27947,459,18971,26179,398,2926,1768,61,0,0,0,0,0,0,117,46,1,131,45
TRKR1/440073,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440073?gameHash=223968a3f121d521,OGN,2015,Spring,0,2015-01-10 07:56:33,1,4.21,200,Red,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,158.0,69.0,56.0,,,2397,0,7,18,20,7,18,0,0,0,0,0,,,,0.1752,0.6258,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,,,0,3,55552,1390.5382,,2487.8598,0.0,125,3.1289,45,1.1264,30,0,0.0,53902,29611,741.2015,,52758,-0.233864,,914,131,129,2,26.1577,13292,17653,277,13331,17820,282,-39,-167,-5,0,0,0,0,0,0,18971,26179,398,21897,27947,459,-2926,-1768,-61,0,0,0,0,0,0,106,66,153,64,130
TRKR1/450111,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450111?gameHash=16a21e07249c4c43,OGN,2015,Spring,0,2015-01-10 09:09:26,2,4.21,200,Red,team,,,NaJin e-mFire,oe:team:0bad133adf0b0d75b82191b60e3d624,,45.0,21.0,65.0,,,2566,1,18,11,43,18,11,2,0,0,0,1,,,,0.4209,0.6781,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,4.0,0.0,1.0,,,2,0,75033,1754.4739,,2070.1871,0.0,154,3.6009,31,0.7249,33,0,0.0,69109,43212,1010.4131,,61144,0.0678763,,842,133,114,19,22.7981,14156,16075,250,12586,15541,239,1570,534,11,1,2,0,0,0,1,22121,24743,353,20335,24325,375,1786,418,-22,5,10,2,2,4,5,106,66,56,118,7
TRKR1/450111,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450111?gameHash=16a21e07249c4c43,OGN,2015,Spring,0,2015-01-10 09:09:26,2,4.21,100,Blue,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,158.0,69.0,117.0,,,2566,0,11,18,29,11,18,0,0,0,0,0,,,,0.2572,0.6781,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,4.0,10.0,1.0,0.0,,,0,2,62232,1455.152,,2525.2377,0.0,124,2.8995,60,1.403,34,0,0.0,59738,33841,791.2938,,57130,-0.0678763,,858,145,134,11,23.4528,12586,15541,239,14156,16075,250,-1570,-534,-11,0,0,1,1,2,0,20335,24325,375,22121,24743,353,-1786,-418,22,2,4,5,5,10,2,36,104,48,135,80
TRKR1/450120,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450120?gameHash=115553e3b5040446,OGN,2015,Spring,0,2015-01-10 10:35:36,1,4.21,200,Red,team,,,CJ Entus,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,,106.0,69.0,45.0,,,2690,1,18,12,40,18,12,2,1,0,0,1,,,,0.4015,0.6691,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,0.0,9.0,4.0,1.0,1.0,,,1,0,95429,2128.5279,,3012.7584,0.0,131,2.9219,62,1.3829,29,0,0.0,78106,51031,1138.2379,,66073,0.0252571,,1125,176,147,29,29.0186,13302,17630,282,13724,17875,287,-422,-245,-5,0,0,0,0,0,0,20469,27710,424,20989,26677,425,-520,1033,-1,3,3,1,1,0,3,24,46,48,21,16
TRKR1/450120,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450120?gameHash=115553e3b5040446,OGN,2015,Spring,0,2015-01-10 10:35:36,1,4.21,100,Blue,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,65.0,56.0,71.0,,,2690,0,12,18,25,12,18,1,0,0,0,0,,,,0.2677,0.6691,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,1.0,4.0,9.0,0.0,0.0,,,0,1,103265,2303.3086,,2850.3346,0.0,150,3.3457,52,1.1599,28,0,0.0,66911,39836,888.5353,,64425,-0.0252571,,1035,176,158,18,27.0112,13724,17875,287,13302,17630,282,422,245,5,0,0,0,0,0,0,20989,26677,425,20469,27710,424,520,-1033,1,1,0,3,3,3,1,36,66,151,118,7
TRKR1/450122,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450122?gameHash=0c602571c60cc7ae,OGN,2015,Spring,0,2015-01-10 11:38:54,2,4.21,100,Blue,team,,,CJ Entus,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,,106.0,69.0,65.0,,,1848,1,13,3,41,13,3,1,0,0,0,0,,,,0.4221,0.5195,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,9.0,3.0,1.0,1.0,,,2,0,53758,1745.3896,,1854.1558,0.0,93,3.0195,41,1.3312,18,0,0.0,56089,37013,1201.7208,,48383,0.133101,,817,110,90,20,30.0974,14286,17743,289,13237,16105,248,1049,1638,41,2,3,1,1,1,2,21380,27865,464,20519,27177,420,861,688,44,3,5,2,2,3,3,71,46,29,118,130
TRKR1/450122,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450122?gameHash=0c602571c60cc7ae,OGN,2015,Spring,0,2015-01-10 11:38:54,2,4.21,200,Red,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,56.0,21.0,45.0,,,1848,0,3,13,4,3,13,0,0,0,0,1,,,,0.0974,0.5195,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,9.0,0.0,0.0,,,0,2,31483,1022.1753,,2491.3312,0.0,91,2.9545,26,0.8442,23,0,0.0,44160,25084,814.4156,,42345,-0.133101,,806,89,83,6,29.0584,13237,16105,248,14286,17743,289,-1049,-1638,-41,1,1,2,2,3,1,20519,27177,420,21380,27865,464,-861,-688,-44,2,3,3,3,5,2,75,66,1,131,7
TRKR1/440130,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440130?gameHash=b9c58b098d04d374,OGN,2015,Spring,0,2015-01-14 08:56:31,1,4.21,100,Blue,team,,,ROX Tigers,oe:team:93c730021ff69abdfccc4911a2f666f,,80.0,32.0,45.0,,,2114,1,24,7,49,24,7,2,1,0,0,0,,,,0.6812,0.8798,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,,,3,0,66135,1877.0577,,2291.807,0.0,100,2.8382,36,1.0218,19,0,0.0,67027,45424,1289.2337,,61968,0.275976,,886,123,88,35,28.6377,14042,17744,272,14101,17909,274,-59,-165,-2,2,7,2,2,4,2,21448,29101,463,20295,27315,424,1153,1786,39,3,8,2,2,4,3,36,66,65,21,130
TRKR1/440130,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440130?gameHash=b9c58b098d04d374,OGN,2015,Spring,0,2015-01-14 08:56:31,1,4.21,200,Red,team,,,Samsung Galaxy,oe:team:3b84bb916852d07609c83d1ce91c1a9,,100.0,56.0,69.0,,,2114,0,7,24,18,7,24,0,0,0,0,1,,,,0.1987,0.8798,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,11.0,0.0,1.0,,,0,3,47830,1357.5213,,2367.2469,0.0,82,2.3273,31,0.8798,19,0,0.0,48924,27321,775.4305,,46940,-0.275976,,830,96,94,2,26.2819,14101,17909,274,14042,17744,272,59,165,2,2,4,2,2,7,2,20295,27315,424,21448,29101,463,-1153,-1786,-39,2,4,3,3,8,2,106,46,124,118,109
TRKR1/440131,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440131?gameHash=8b66b9cb4364d7f8,OGN,2015,Spring,0,2015-01-14 10:02:08,2,4.21,200,Red,team,,,ROX Tigers,oe:team:93c730021ff69abdfccc4911a2f666f,,80.0,36.0,32.0,,,2108,1,28,10,76,28,10,4,2,0,0,1,,,,0.797,1.0531,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,14.0,3.0,1.0,1.0,,,2,0,76102,2166.0911,,2431.9924,0.0,96,2.7324,38,1.0816,26,0,0.0,69779,48233,1372.8558,,62683,0.2646,,870,116,93,23,28.0645,13923,17623,268,13161,17629,276,762,-6,-8,2,3,0,0,0,2,21956,28446,435,21682,28997,445,274,-551,-10,5,8,3,3,3,5,106,46,69,21,130
TRKR1/440131,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440131?gameHash=8b66b9cb4364d7f8,OGN,2015,Spring,0,2015-01-14 10:02:08,2,4.21,100,Blue,team,,,Samsung Galaxy,oe:team:3b84bb916852d07609c83d1ce91c1a9,,56.0,65.0,45.0,,,2108,0,9,28,19,9,28,0,0,0,0,0,,,,0.2562,1.0531,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,3.0,14.0,0.0,0.0,,,0,2,58422,1662.8653,,2859.9051,0.0,87,2.4763,26,0.74,23,0,0.0,49107,27561,784.4687,,48035,-0.2646,,752,126,122,4,24.9905,13161,17629,276,13923,17623,268,-762,6,8,0,0,2,2,3,0,21682,28997,445,21956,28446,435,-274,551,10,3,3,5,5,8,3,71,100,11,118,16
TRKR1/440170,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440170?gameHash=6752457ef0f5a6e2,OGN,2015,Spring,0,2015-01-16 07:49:27,1,4.21,200,Red,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,100.0,45.0,104.0,,,2400,1,18,8,47,18,8,2,0,0,0,0,,,,0.45,0.65,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,9.0,3.0,1.0,1.0,,,2,0,65986,1649.65,,1954.75,0.0,137,3.425,51,1.275,22,0,0.0,68113,43793,1094.825,,58295,0.0641244,,958,175,135,40,28.325,13279,16958,277,14050,16971,272,-771,-13,5,0,0,2,2,3,0,22378,27776,443,21475,26228,427,903,1548,16,4,4,3,3,4,4,36,46,71,118,130
TRKR1/440170,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440170?gameHash=6752457ef0f5a6e2,OGN,2015,Spring,0,2015-01-16 07:49:27,1,4.21,100,Blue,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,11.0,151.0,106.0,,,2400,0,8,18,18,8,18,0,0,0,0,1,,,,0.2,0.65,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,,,0,2,50768,1269.2,,2310.075,0.0,152,3.8,56,1.4,33,0,0.0,57438,33118,827.95,,54673,-0.0641244,,952,101,93,8,26.325,14050,16971,272,13279,16958,277,771,13,-5,2,3,0,0,0,2,21475,26228,427,22378,27776,443,-903,-1548,-16,3,4,4,4,4,3,56,66,65,21,16
TRKR1/450212,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450212?gameHash=4b5a48e5e6fbd890,OGN,2015,Spring,0,2015-01-16 09:04:52,2,4.21,100,Blue,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,104.0,56.0,100.0,,,2334,1,18,16,39,18,16,3,1,0,0,1,,,,0.4627,0.874,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,,,1,0,68752,1767.4036,,2356.5553,0.0,119,3.0591,55,1.4139,28,0,0.0,67886,44193,1136.0668,,60858,0.0725907,,978,123,99,24,28.3033,13820,17986,276,13523,18051,261,297,-65,15,1,0,1,1,1,1,21633,26776,431,20608,27898,404,1025,-1122,27,1,0,3,3,6,1,36,46,124,21,45
TRKR1/450212,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450212?gameHash=4b5a48e5e6fbd890,OGN,2015,Spring,0,2015-01-16 09:04:52,2,4.21,200,Red,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,11.0,151.0,106.0,,,2334,0,16,18,41,16,18,1,0,0,0,0,,,,0.4113,0.874,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,,,0,1,67583,1737.3522,,2295.8612,0.0,149,3.8303,56,1.4396,30,0,0.0,59294,35601,915.1928,,56595,-0.0725907,,912,110,99,11,26.2725,13523,18051,261,13820,17986,276,-297,65,-15,1,1,1,1,0,1,20608,27898,404,21633,26776,431,-1025,1122,-27,3,6,1,1,0,3,69,66,65,118,71
TRKR1/450224,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450224?gameHash=93dd9b014d5518eb,OGN,2015,Spring,0,2015-01-16 10:29:30,1,4.21,100,Blue,team,,,CJ Entus,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,,106.0,56.0,69.0,,,1975,1,12,4,26,12,4,2,1,0,0,1,,,,0.3646,0.4861,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,4.0,1.0,1.0,,,2,0,47087,1430.4911,,1917.0532,0.0,95,2.8861,35,1.0633,22,0,0.0,58671,38389,1166.2481,,50155,0.0913602,,803,131,119,12,28.3747,13830,18478,294,13494,18041,297,336,437,-3,0,0,0,0,0,0,23288,28266,455,20906,28013,473,2382,253,-18,1,2,0,0,0,1,71,104,91,118,45
TRKR1/450224,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450224?gameHash=93dd9b014d5518eb,OGN,2015,Spring,0,2015-01-16 10:29:30,1,4.21,200,Red,team,,,NaJin e-mFire,oe:team:0bad133adf0b0d75b82191b60e3d624,,100.0,29.0,48.0,,,1975,0,4,12,8,4,12,1,0,0,0,0,,,,0.1215,0.4861,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,4.0,10.0,0.0,0.0,,,0,2,38684,1175.2101,,2348.7494,0.0,93,2.8253,31,0.9418,16,0,0.0,47067,26785,813.7215,,45773,-0.0913602,,845,115,106,9,29.1646,13494,18041,297,13830,18478,294,-336,-437,3,0,0,0,0,0,0,20906,28013,473,23288,28266,455,-2382,-253,18,0,0,1,1,2,0,36,46,65,21,16
TRKR1/440185,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440185?gameHash=e88c6405295598eb,OGN,2015,Spring,0,2015-01-16 11:18:35,2,4.21,100,Blue,team,,,NaJin e-mFire,oe:team:0bad133adf0b0d75b82191b60e3d624,,71.0,21.0,56.0,,,2392,1,24,13,62,24,13,4,1,0,0,0,,,,0.602,0.9281,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,,,1,0,80812,2027.0569,,2016.0953,0.0,148,3.7124,51,1.2793,28,0,0.0,70061,45817,1149.2559,,63650,0.176589,,1023,119,86,33,28.6455,14377,17666,289,13787,16717,251,590,949,38,2,6,2,2,4,2,23321,27259,436,21124,27081,413,2197,178,23,5,11,4,4,5,5,69,66,65,118,7
TRKR1/440185,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/440185?gameHash=e88c6405295598eb,OGN,2015,Spring,0,2015-01-16 11:18:35,2,4.21,200,Red,team,,,CJ Entus,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,,45.0,106.0,100.0,,,2392,0,13,24,33,13,24,1,0,0,0,1,,,,0.3261,0.9281,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,,,0,1,55983,1404.2559,,2646.1957,0.0,121,3.0351,48,1.204,20,0,0.0,57603,33359,836.7642,,53322,-0.176589,,915,125,117,8,26.087,13787,16717,251,14377,17666,289,-590,-949,-38,2,4,2,2,6,2,21124,27081,413,23321,27259,436,-2197,-178,-23,4,5,5,5,11,4,75,46,48,53,130
TRKR1/450226,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450226?gameHash=bee95df71425ed6f,OGN,2015,Spring,0,2015-01-16 12:23:26,3,4.21,100,Blue,team,,,CJ Entus,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,,106.0,56.0,69.0,,,3312,1,30,27,81,30,27,5,1,0,0,1,,,,0.5435,1.0145,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,3.0,0.0,1.0,11.0,7.0,0.0,0.0,,,4,0,140608,2547.2464,,2886.6848,0.0,177,3.2065,70,1.2681,39,0,0.0,97095,64111,1161.4312,,89021,-0.00971433,,1091,201,158,43,23.4058,12940,16226,234,13692,16936,250,-752,-710,-16,1,0,2,2,4,1,20973,26573,383,22356,27514,407,-1383,-941,-24,3,6,5,5,13,3,24,66,65,118,80
TRKR1/450226,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/450226?gameHash=bee95df71425ed6f,OGN,2015,Spring,0,2015-01-16 12:23:26,3,4.21,200,Red,team,,,NaJin e-mFire,oe:team:0bad133adf0b0d75b82191b60e3d624,,100.0,45.0,71.0,,,3312,0,26,30,72,26,30,3,1,0,0,0,,,,0.471,1.0145,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,3.0,0.0,7.0,11.0,1.0,1.0,,,0,4,112440,2036.9565,,3135.163,0.0,179,3.2428,69,1.25,40,0,0.0,87235,54251,982.808,,89890,0.00971433,,1224,137,126,11,24.6558,13692,16936,250,12940,16226,234,752,710,16,2,4,1,1,0,2,22356,27514,407,20973,26573,383,1383,941,24,5,13,3,3,6,5,36,46,1,131,130
